Regulator	Score	N_modules	N_targets	Modules	Targets
STAT6	5.023107602427484	7.0	365.0	4|9|41|51|54|64|77	XBP1|ADAMTS12|COL14A1|GDF15|STAT5A|ITGA2|AHNAK2|GJB2|TFPI2|NFE2L2|TC2N|BNC2|CCDC71L|SRPX2|SLPI|ZNF267|PRLR|ADAMTS14|LCTL|PLA2R1|CXCL14|KLF17|HAS3|SPOCD1|RAB38|C6orf141|RUNX1|GCNT1|SULF1|ELF4|TNFRSF11B|KLF5|CLDN23|KCNN4|NFE2L3|SNAI1|TIMP1|CAV2|TEAD4|CP|IGFBP6|BACH1|C1S|PAX8|SEMA3C|PTGES|RUNX2|ZBTB38|LRRFIP1|CLCF1|OSR1|PLAU|CAV1|C3orf52|STEAP1|ABCA13|FOSL1|PLAGL1|MAF|GPC3|CHRNA9|C9|AHR|ELK3|ARHGEF5|SEL1L3|HMGA2|COL8A1|CLDN1|ABCC3|PTPRU|TPBG|SPP1|ZNF600|MET|IL11|CATSPERB|SDC1|ATF1|ACSM3|FBXO32|FAM83G|ITGA3|SERPINE1|CFI|PODNL1|EFEMP1|RARRES1|NR2C2|ZNF286A|ZNF354C|ZNF737|ZNF35|SP4|ZNF682|POU2F1|ZNF253|ZNF649|SMAD4|ZFP37|ZNF292|ZNF131|ZNF512|ZNF519|ZNF782|ZBTB10|ZFP90|SMAD5|ZNF454|ZC3H8|ZNF891|ZNF678|ZNF10|ZNF382|ZFP1|ZNF195|ZNF24|ZNF669|ZNF300|ZNF660|ZNF85|ZNF675|ZNF879|ZNF595|ZNF90|ZBTB8A|ZNF726|ZNF93|ZBTB26|ZSCAN26|PGBD1|ZSCAN9|ZNF852|MYBL1|ZNF286B|ZNF510|ZNF141|ZFP62|ZNF781|VEZF1|ZKSCAN7|ZNF69|ZNF491|ZNF43|ZNF197|TCF4|ZNF501|ZNF184|CREB1|ZSCAN23|ZNF850|ZNF620|ZNF250|ZSCAN16|ZNF84|ZBTB8B|ZNF486|ZNF397|ZNF66|ZNF429|ZBTB26|ZNF354C|ZSCAN9|ZKSCAN2|ZNF391|POU2F1|BEST3|ZFP62|ZNF69|ZNF512|TP53AIP1|ZKSCAN8|ZNF782|ZNF721|ZFP90|ZNF605|ZNF454|ZNF709|ZNF287|ZNF594|ZC3H8|ZNF382|FXYD2|ZNF75A|ZNF397|ZNF177|ZNF879|ZNF23|ZNF445|ZKSCAN3|ZFP2|TNN|LHFPL3|LMO1|KLHL4|OLIG2|SP4|SHOX2|HSF2|RGR|BEST3|TSPAN11|CPNE4|ZNF292|OLIG1|MMP16|C2orf80|FGF14|ELOVL2|NETO2|ZNF521|CREBZF|ZNF662|FOXN2|ZNF10|CNR1|NOS2|CDK6|FREM2|SNTG1|ZNF441|ZNF354A|CREB3L1|GAS1|MAB21L1|SOCS2|ZNF322|ZNF596|BEX1|NFYA|LRRTM3|ASIC4|ETV1|FLRT3|DRAXIN|FAM181B|ZEB1|ZNF502|IGF2BP3|WSCD1|KLF12|FBN3|TCF12|FOXG1|GRIK3|DSCAM|BATF3|ACOT12|TMEM132B|TBX2|NKX2-2|KCTD14|TENM1|CCER2|TRIM71|CREB5|PNPLA3|RFX7|ERF|EGFR|STK32B|POU3F3|ZBTB24|ZNF718|SATB2|COL9A3|SOX8|KCNIP1|ZNF84|NKAIN4|TAS2R7|SEC61G|TAS2R8|NEU4|CDC5L|ASCL1|ZBTB2|FLRT1|VGF|ZNF80|ZNF114|XKR5|MYT1|ADAM33|E2F3|COL20A1|LHFPL4|TDO2|FOXP1|ADAMTS12|NXF3|CFD|KLF2|B3GNT8|HLA-DQB1|FPR3|TNFSF9|LILRB5|MLPH|OXER1|HLA-DRB5|CTSW|CD52|P4HA3|ROR2|SPHK1|CD36|ACP5|PPARG|ADAMDEC1|ADTRP|STAT4|HLA-DQA1|PTGER2|CLEC10A|CD300LB|IRF4|LY9|F2RL1|COLEC12|IL4I1|FOLR2|KLHDC7B|HLX|LTB|LYL1|SCIN|POU2F2|SELL|ELF1|FLI1|SPI1|SP140|HAMP|TFEC|MS4A4E|HHEX|STAT6|TLR8|IKZF1|ANKRD22|SNAI3|IRF8|IRF5|ADD2|FAM131B|SLIT1|ASCL1|FXYD6|ZNF704|NCAN|TMEM145|ZDHHC22|SLC24A3|NTRK3|COL28A1|MAST1|CACNG7|FAM181B|MAP2|WSCD1|BCAN|TRIL|LHFPL4|LRRTM2
ZNF395	4.663739569611568	3.0	39.0	34|42|87	ADM|NFIL3|ZNF395|ENO1|HILPDA|GPRC5A|SPAG4|ANGPTL4|STC2|NDRG1|HMOX1|LOX|CLEC5A|CA12|VEGFA|PLIN2|CA9|NPC1L1|CSRNP2|STAC2|RARA|HSF4|NXPH4|ACAN|DNAH11|TFR2|ESPN|ATG9B|PRPH|STAC2|HSF4|LEMD1|NXPH4|ZNF395|TFR2|ESPN|ATG9B|BIRC7|STC2
ZNF248	4.647970676615371	2.0	29.0	72|94	MXI1|ZNF438|ADAMTS20|ZNF33A|GDF7|ZNF37A|ZNF485|FERMT1|ZNF248|GATA2|SMOC1|ZNF572|HEY2|ZNF32|ZNF25|NSUN7|SEC61G|SHOX2|POU3F2|LANCL2|TBX1|RBP1|FBXO17|DES|TGIF2|ZSCAN12|NMNAT3|EGFR|SH2D4A
ZNF213	4.629173413561718	1.0	12.0	98	ZNF687|ZNF629|ZNF48|MESP1|ZNF771|ZNF668|DBP|RFX5|ZNF672|ZNF213|NFYC|IGFL4
ZSCAN25	4.452576454864268	2.0	72.0	6|27	CHADL|C10orf90|ANO4|S1PR5|GPD1|GRM3|FAM178B|HCN2|HHIP|PLLP|NRIP2|SRCIN1|OR9A2|SYT9|CTNNA3|TRPV6|CD22|PDIA2|TRPM6|TMEM144|PAIP2B|PPP1R14A|DNAH17|ZNF536|USH1C|TLL2|RASGRF1|KLHL32|BOK|LRRC63|PRCD|EFHD1|HS3ST5|TP53TG5|CLDN11|PTGDS|SPAG6|TRPV5|JAKMIP3|CDH19|GPIHBP1|S100A1|FOLH1|SH3TC2|KANK4|SLCO1A2|EDIL3|ASPA|ENPP2|SLC24A2|GREM1|ZSCAN25|ZNF853|NRF1|ZKSCAN1|ZNF212|ZNF746|GTF2I|ZNF282|ZNF775|ZNF316|ZNF786|ZNF777|GTF2IRD2B|DMTF1|CUX1|ZSCAN21|ZNF425|ZNF789|ZKSCAN5|ZNF398|ZNF3
TFAP4	4.389514901093634	6.0	291.0	4|19|25|30|50|53	XBP1|ADAMTS12|COL14A1|GDF15|STAT5A|ITGA2|AHNAK2|GJB2|TFPI2|NFE2L2|TC2N|BNC2|CCDC71L|SRPX2|SLPI|ZNF267|PRLR|ADAMTS14|LCTL|PLA2R1|CXCL14|KLF17|HAS3|SPOCD1|RAB38|C6orf141|RUNX1|GCNT1|SULF1|ELF4|TNFRSF11B|KLF5|CLDN23|KCNN4|NFE2L3|SNAI1|TIMP1|CAV2|TEAD4|CP|IGFBP6|BACH1|C1S|PAX8|SEMA3C|PTGES|RUNX2|ZBTB38|LRRFIP1|CLCF1|OSR1|PLAU|CAV1|C3orf52|STEAP1|ABCA13|FOSL1|PLAGL1|MAF|GPC3|CHRNA9|C9|AHR|ELK3|ARHGEF5|SEL1L3|HMGA2|COL8A1|CLDN1|ABCC3|PTPRU|TPBG|SPP1|ZNF600|MET|IL11|CATSPERB|SDC1|ATF1|ACSM3|FBXO32|FAM83G|ITGA3|SERPINE1|CFI|PODNL1|EFEMP1|RARRES1|KLHL4|HS3ST3A1|CPNE4|TEAD3|NPNT|RASEF|COL23A1|HABP2|ZBTB42|TGIF2|CMYA5|ZIC5|MSMP|PKIB|GPR37|SRPX|NETO2|WIPF3|SPRY4|EYA4|ADRA1D|LANCL3|NOS2|POU3F2|ETV5|MGARP|ETV4|CREB3L1|GAS1|SOCS2|BCAT1|DPP4|PSORS1C1|STAC|ZNF217|MEIS1|SALL4|GRB10|ARSJ|HS3ST3B1|DUSP4|C1QTNF1|RGS6|SLC16A11|TSTD1|POSTN|TRPM3|TBX2|KCTD14|DBX2|LAMA2|CREB5|ZDHHC23|PNPLA3|ACSS3|CNGA3|ZIC2|SATB2|JPH1|ADAMTS3|FAM78B|TMEM221|PLA2G5|SHROOM3|MT1E|ADAM33|PDGFD|HOPX|ADAMTS18|ALK|KCNF1|PTCHD4|SCN9A|SCG2|ESR2|SCN7A|INMT|DIRAS3|LMOD1|COL22A1|COL19A1|AZGP1|UCN2|BDNF|MCHR1|TRPM8|HTR4|AIRE|DHH|TGFA|IGF2BP2|ELMOD1|ZFX|SEC14L6|EDA2R|CPNE8|PCSK1|MUC12|GRIA1|RYR3|ZNF436|RGS17|NGFR|NPAS2|PTPRH|MXD4|ZBTB3|ZNF764|ZNF771|SOX13|ZNF319|ZKSCAN4|ZNF691|ZNF768|PBX2|ZNF219|ATF6B|ZNF689|FOXO4|ZNF48|ZNF76|ZNF646|ZNF688|ZBTB22|RFX5|TP53|KLF13|E2F4|RXRB|ZBTB3|THAP11|ZNF511|CTCF|CREB3L4|ZNF219|ZBTB14|NRL|ZNF689|ZSCAN29|ZNF48|ZNF32|ZNF239|ZNF688|KLF13|ZSCAN2|EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12
ZNF253	4.385740006657358	2.0	90.0	9|52	NR2C2|ZNF286A|ZNF354C|ZNF737|ZNF35|SP4|ZNF682|POU2F1|ZNF253|ZNF649|SMAD4|ZFP37|ZNF292|ZNF131|ZNF512|ZNF519|ZNF782|ZBTB10|ZFP90|SMAD5|ZNF454|ZC3H8|ZNF891|ZNF678|ZNF10|ZNF382|ZFP1|ZNF195|ZNF24|ZNF669|ZNF300|ZNF660|ZNF85|ZNF675|ZNF879|ZNF595|ZNF90|ZBTB8A|ZNF726|ZNF93|ZBTB26|ZSCAN26|PGBD1|ZSCAN9|ZNF852|MYBL1|ZNF286B|ZNF510|ZNF141|ZFP62|ZNF781|VEZF1|ZKSCAN7|ZNF69|ZNF491|ZNF43|ZNF197|TCF4|ZNF501|ZNF184|CREB1|ZSCAN23|ZNF850|ZNF620|ZNF250|ZSCAN16|ZNF84|ZBTB8B|ZNF486|ZNF397|ZNF66|ZNF429|ZNF682|ZNF431|ZNF440|ZNF345|ZNF430|ZNF253|ZNF486|ZNF91|ZNF85|ZNF675|ZNF493|ZNF506|ZNF254|ZNF66|ZNF90|ZNF43|ZNF93|ZNF100
MAFB	4.367411010063159	2.0	175.0	11|51	TDO2|FPR2|BDKRB2|VENTX|CFD|PRDM1|FAM20A|MSC|LYZ|LILRB5|IL2RA|RUNX3|CD52|STAT6|TMEM150B|S100A8|CR1|GPNMB|TNFSF15|SPHK1|ACP5|GPR183|BCL2A1|TNFRSF8|HK3|STAT4|PTGER2|RNASE2|SERPINA1|SLC11A1|IRF4|ASCL2|MCTP2|IL4I1|FOLR2|IL1R1|LYVE1|TREML2|CD28|LTB|REL|AQP9|THBD|NXF3|PAPPA|IL18R1|GPR84|ASGR2|FPR3|SPI1|P2RY8|IL7R|TNFRSF9|LILRB3|BATF|F13A1|TREM1|TLR8|SLAMF8|CD163|FCGR2B|CCR2|RHOH|LRG1|PRF1|CLEC10A|DOK2|VSIG4|IL10|CD300LB|LY9|IL21R|S100A9|FPR1|FCAR|MAFB|KLHDC7B|MRC1|HLX|TNN|LHFPL3|LMO1|KLHL4|OLIG2|SP4|SHOX2|HSF2|RGR|BEST3|TSPAN11|CPNE4|ZNF292|OLIG1|MMP16|C2orf80|FGF14|ELOVL2|NETO2|ZNF521|CREBZF|ZNF662|FOXN2|ZNF10|CNR1|NOS2|CDK6|FREM2|SNTG1|ZNF441|ZNF354A|CREB3L1|GAS1|MAB21L1|SOCS2|ZNF322|ZNF596|BEX1|NFYA|LRRTM3|ASIC4|ETV1|FLRT3|DRAXIN|FAM181B|ZEB1|ZNF502|IGF2BP3|WSCD1|KLF12|FBN3|TCF12|FOXG1|GRIK3|DSCAM|BATF3|ACOT12|TMEM132B|TBX2|NKX2-2|KCTD14|TENM1|CCER2|TRIM71|CREB5|PNPLA3|RFX7|ERF|EGFR|STK32B|POU3F3|ZBTB24|ZNF718|SATB2|COL9A3|SOX8|KCNIP1|ZNF84|NKAIN4|TAS2R7|SEC61G|TAS2R8|NEU4|CDC5L|ASCL1|ZBTB2|FLRT1|VGF|ZNF80|ZNF114|XKR5|MYT1|ADAM33|E2F3|COL20A1|LHFPL4
NR4A3	4.310558871465253	2.0	36.0	24|86	CCL4|CSRNP1|KLF4|SRF|NR4A3|CREM|JUNB|EGR1|NR4A1|FOSB|CCL3|FOS|KLF6|RGS1|ATF3|EGR2|EGR3|NR4A2|JUN|GPR183|CSRNP1|KLF4|SRF|NR4A3|CREM|JUNB|EGR1|NR4A1|FOSB|FOS|KLF6|JDP2|RGS1|EGR2|EGR3|NR4A2
ZNF329	4.107338564019551	1.0	13.0	49	ZNF135|ZNF28|ZNF665|ZNF730|ZFP82|ZNF329|ZNF544|HDX|ZFP3|ZNF610|ZNF415|ZNF256|ZSCAN18
ZNF112	4.082199257507928	1.0	87.0	1	ZNF132|ZNF566|ZNF530|ZNF570|ZNF569|ZNF613|ZNF420|ZNF221|ZNF615|ZNF776|ZNF559|ZNF14|ZNF677|ZNF260|ZNF607|ZNF285|ZNF180|ZNF224|ZNF225|ZNF30|ZNF222|ZNF175|ZNF585B|ZNF223|ZNF599|ZNF226|ZNF283|ZNF112|ZNF555|ZNF383|ZNF546|ZNF582|ZNF614|ZNF254|ZNF567|ZNF547|ZNF836|ZNF350|ZNF573|ZNF577|ZNF234|ZNF529|ZNF45|ZNF304|ZNF527|ZNF431|ZNF461|ZNF230|ZNF71|ZNF780B|ZFP14|ZNF91|ZNF568|ZNF793|ZFP30|ZNF829|ZNF585A|ZNF181|ZNF235|ZNF571|ZNF8|ZNF671|ZNF772|ZNF606|ZNF549|ZNF17|ZNF551|ZNF780A|ZNF146|ZIK1|ZNF419|ZNF616|ZNF439|ZNF773|ZNF583|ZNF814|ZNF416|ZNF493|ZNF227|ZNF211|ZNF284|ZNF480|ZNF790|ZNF134|ZNF155|ZNF418|ZNF302
FOXC2	4.052246691847088	4.0	87.0	17|81|84|96	ITGA8|TBX18|ACTG2|C7|COL12A1|FBLN2|COL5A1|COL6A2|COL6A3|ASPN|COL1A1|DCN|ISLR|FHL2|CNN1|LUM|FAP|PCOLCE|P4HA3|FOXC2|STRA6|MEDAG|CFH|COL15A1|COL13A1|CTHRC1|LTBP2|CYP1B1|COL3A1|ADAMTS2|VGLL3|MGP|KDELR3|HIC1|PDGFRL|ITGBL1|COL1A2|HTRA3|TAGLN|KCNK2|PHYHIPL|KCNB1|B3GALT2|CLSTN2|KCNH1|LDOC1|FGF9|DOK6|TRIM67|ARPP21|CDH20|CSMD3|LRRTM1|FOXC2|STRA6|MEDAG|PAPPA|COL15A1|COL13A1|COL12A1|GPX8|KRT8|CTHRC1|CYP1B1|FOXL1|HEYL|RFX8|COL6A2|ASPN|DCN|ISLR|HTRA3|FHL2|PCOLCE|KRT18|RARRES1|ALDH1A3|INHBA|FOXC1|FOXC2|SFRP4|BPI|TBX18|PLA1A|C7|FBLN2|ALDH1A3
ZNF431	3.9962762480764336	2.0	90.0	9|52	NR2C2|ZNF286A|ZNF354C|ZNF737|ZNF35|SP4|ZNF682|POU2F1|ZNF253|ZNF649|SMAD4|ZFP37|ZNF292|ZNF131|ZNF512|ZNF519|ZNF782|ZBTB10|ZFP90|SMAD5|ZNF454|ZC3H8|ZNF891|ZNF678|ZNF10|ZNF382|ZFP1|ZNF195|ZNF24|ZNF669|ZNF300|ZNF660|ZNF85|ZNF675|ZNF879|ZNF595|ZNF90|ZBTB8A|ZNF726|ZNF93|ZBTB26|ZSCAN26|PGBD1|ZSCAN9|ZNF852|MYBL1|ZNF286B|ZNF510|ZNF141|ZFP62|ZNF781|VEZF1|ZKSCAN7|ZNF69|ZNF491|ZNF43|ZNF197|TCF4|ZNF501|ZNF184|CREB1|ZSCAN23|ZNF850|ZNF620|ZNF250|ZSCAN16|ZNF84|ZBTB8B|ZNF486|ZNF397|ZNF66|ZNF429|ZNF682|ZNF431|ZNF440|ZNF345|ZNF430|ZNF253|ZNF486|ZNF91|ZNF85|ZNF675|ZNF493|ZNF506|ZNF254|ZNF66|ZNF90|ZNF43|ZNF93|ZNF100
ZNF37A	3.8609327146479013	4.0	123.0	36|72|94|105	AEBP1|SOCS3|MYZAP|GDF15|RAB36|AHNAK2|RGS22|TEAD3|C2orf50|PDPN|SRPX2|RARRES2|TXLNB|LCTL|CXCL14|EVC2|IGFBP2|FLNC|SPOCD1|C6orf141|RUNX1|GPX8|MDK|TPPP3|LIF|NFATC4|RBP1|SOD3|TMIE|GCOM1|PTX3|TIMP1|NMNAT3|LRRC2|CPA4|FAM181A|ARSJ|CHI3L1|SH2D4A|LRRC55|NSUN7|FMOD|KCNE4|ABCA5|SPAG17|LRRFIP1|ADAM12|CLCF1|PLAU|DES|EMP3|FOSL1|VASN|CA12|CHRNA9|PDLIM4|F3|ELK3|TNFAIP6|TOM1L1|COL8A1|CLDN1|ABCC3|HES1|CCDC8|HSPB7|PIRT|FER1L5|CFAP45|LOXL1|MAOB|DDIT4L|TMEM158|PLA2G5|FBXO17|LGALS3|MT2A|ITGA3|STAT3|SERPINE1|HPD|SLC47A2|MXI1|ZNF438|ADAMTS20|ZNF33A|GDF7|ZNF37A|ZNF485|FERMT1|ZNF248|GATA2|SMOC1|ZNF572|HEY2|ZNF32|ZNF25|NSUN7|SEC61G|SHOX2|POU3F2|LANCL2|TBX1|RBP1|FBXO17|DES|TGIF2|ZSCAN12|NMNAT3|EGFR|SH2D4A|GMEB1|ZNF22|ZNF281|ELF2|ZNF32|NFYA|IKZF5|FERMT1|COCH|PEG10|ZNF492|ZNF518A
STAT1	3.812426425166936	2.0	50.0	45|54	MX2|IRF7|ISG15|IFI44L|RSAD2|IFIT1|ZBP1|IFI27|IFI6|OASL|STAT1|MX1|TDO2|FOXP1|ADAMTS12|NXF3|CFD|KLF2|B3GNT8|HLA-DQB1|FPR3|TNFSF9|LILRB5|MLPH|OXER1|HLA-DRB5|CTSW|CD52|P4HA3|ROR2|SPHK1|CD36|ACP5|PPARG|ADAMDEC1|ADTRP|STAT4|HLA-DQA1|PTGER2|CLEC10A|CD300LB|IRF4|LY9|F2RL1|COLEC12|IL4I1|FOLR2|KLHDC7B|HLX|LTB
NFIA	3.8049166572063093	2.0	51.0	17|118	ITGA8|TBX18|ACTG2|C7|COL12A1|FBLN2|COL5A1|COL6A2|COL6A3|ASPN|COL1A1|DCN|ISLR|FHL2|CNN1|LUM|FAP|PCOLCE|P4HA3|FOXC2|STRA6|MEDAG|CFH|COL15A1|COL13A1|CTHRC1|LTBP2|CYP1B1|COL3A1|ADAMTS2|VGLL3|MGP|KDELR3|HIC1|PDGFRL|ITGBL1|COL1A2|HTRA3|TAGLN|POU3F4|FAT3|SOX9|SNCAIP|CADM2|MPPED2|BCHE|GRIA2|FAM181B|SOX21|TRPS1|LHFPL4
SALL3	3.756626378963192	1.0	12.0	100	GLIS3|NR2F1|GADD45G|SOX5|SNCAIP|MOB3B|RFX3|FERMT1|IGFN1|MSTN|ZBTB5|ANGPTL1
ZNF281	3.721978002092479	2.0	25.0	66|105	RBPJ|ZNF281|AIM2|CALCRL|SKIL|FERMT1|ATOH8|ZEB2|ZNF189|ZNF695|ZNF560|ZBTB34|ZNF124|GMEB1|ZNF22|ZNF281|ELF2|ZNF32|NFYA|IKZF5|FERMT1|COCH|PEG10|ZNF492|ZNF518A
ZNF25	3.7083681319762594	2.0	29.0	72|94	MXI1|ZNF438|ADAMTS20|ZNF33A|GDF7|ZNF37A|ZNF485|FERMT1|ZNF248|GATA2|SMOC1|ZNF572|HEY2|ZNF32|ZNF25|NSUN7|SEC61G|SHOX2|POU3F2|LANCL2|TBX1|RBP1|FBXO17|DES|TGIF2|ZSCAN12|NMNAT3|EGFR|SH2D4A
FOSL2	3.6370167293120805	4.0	193.0	3|11|54|108	CFB|SOCS3|IER3|NFKB2|FCN1|C15orf48|CCL2|CXCL5|THBS1|PTGS2|TNFSF14|SLC39A8|ANPEP|IL1RN|BCL2A1|FFAR2|TNFAIP2|OSM|IL1B|LIF|CEBPD|HMOX1|PTX3|SLC16A10|CEBPB|TREML2|CXCL8|RRAD|AQP9|ICAM1|THBD|CHI3L2|KCNJ15|PLAUR|NAMPT|LILRA5|IL6|TGFBI|STC1|BHLHE40|TREM1|MAFF|SAA2|CXCL2|CXCL1|BIRC3|MMP19|ADAM8|LILRA6|SOD2|S100A9|CXCL3|IL32|VDR|RELB|HSD11B1|FCAR|STAT3|G0S2|IL1A|PLIN2|HSPA6|FOSL2|KLF10|NFKB1|TDO2|FPR2|BDKRB2|VENTX|CFD|PRDM1|FAM20A|MSC|LYZ|LILRB5|IL2RA|RUNX3|CD52|STAT6|TMEM150B|S100A8|CR1|GPNMB|TNFSF15|SPHK1|ACP5|GPR183|BCL2A1|TNFRSF8|HK3|STAT4|PTGER2|RNASE2|SERPINA1|SLC11A1|IRF4|ASCL2|MCTP2|IL4I1|FOLR2|IL1R1|LYVE1|TREML2|CD28|LTB|REL|AQP9|THBD|NXF3|PAPPA|IL18R1|GPR84|ASGR2|FPR3|SPI1|P2RY8|IL7R|TNFRSF9|LILRB3|BATF|F13A1|TREM1|TLR8|SLAMF8|CD163|FCGR2B|CCR2|RHOH|LRG1|PRF1|CLEC10A|DOK2|VSIG4|IL10|CD300LB|LY9|IL21R|S100A9|FPR1|FCAR|MAFB|KLHDC7B|MRC1|HLX|TDO2|FOXP1|ADAMTS12|NXF3|CFD|KLF2|B3GNT8|HLA-DQB1|FPR3|TNFSF9|LILRB5|MLPH|OXER1|HLA-DRB5|CTSW|CD52|P4HA3|ROR2|SPHK1|CD36|ACP5|PPARG|ADAMDEC1|ADTRP|STAT4|HLA-DQA1|PTGER2|CLEC10A|CD300LB|IRF4|LY9|F2RL1|COLEC12|IL4I1|FOLR2|KLHDC7B|HLX|LTB|CXCL8|NFIL3|HMOX1|BHLHE40|MYC|MXD1|HSPA1A|NAMPT|PLIN2|KLF10|MAFF
ZNF445	3.5958313613834005	3.0	131.0	15|41|53	EBF4|FOXK2|POU6F1|ZNF169|ZNF142|TP53AIP1|ZNF589|ZNF362|ZKSCAN8|ZNF782|PROX1|ADNP|PRDM2|ZNF70|ZNF774|ZNF605|TFAP2E|PRSS55|PRDM15|HES7|CYP3A43|ZFHX2|GTF2IRD1|ZNF785|GTF2IRD2|ZNF34|FXYD2|ZNF232|ZNF177|TCF7L1|DRD2|ZBED3|ZNF445|ZNF236|ZKSCAN3|HIC2|NFIX|ZNF514|PBX1|ZBTB39|SKOR1|SOX12|ZBTB26|ZNF354C|ZSCAN9|ZKSCAN2|ZNF391|POU2F1|BEST3|ZFP62|ZNF69|ZNF512|TP53AIP1|ZKSCAN8|ZNF782|ZNF721|ZFP90|ZNF605|ZNF454|ZNF709|ZNF287|ZNF594|ZC3H8|ZNF382|FXYD2|ZNF75A|ZNF397|ZNF177|ZNF879|ZNF23|ZNF445|ZKSCAN3|ZFP2|EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12
LYL1	3.506387528568086	2.0	49.0	20|64	CEBPA|POU2F2|CREBL2|FLI1|SP140|ACSM5|CD69|SIGLEC8|IKZF1|ANKRD22|IRF8|LYL1|TMEM119|SCIN|TNFRSF8|OLR1|MLXIPL|CLEC17A|SELL|CX3CR1|PRR15|IL21R|FGF20|HAMP|HHEX|MEF2C|P2RY12|TAL1|SNAI3|IRF5|LYL1|SCIN|POU2F2|SELL|ELF1|FLI1|SPI1|SP140|HAMP|TFEC|MS4A4E|HHEX|STAT6|TLR8|IKZF1|ANKRD22|SNAI3|IRF8|IRF5
KLF6	3.486703558994037	2.0	36.0	24|86	CCL4|CSRNP1|KLF4|SRF|NR4A3|CREM|JUNB|EGR1|NR4A1|FOSB|CCL3|FOS|KLF6|RGS1|ATF3|EGR2|EGR3|NR4A2|JUN|GPR183|CSRNP1|KLF4|SRF|NR4A3|CREM|JUNB|EGR1|NR4A1|FOSB|FOS|KLF6|JDP2|RGS1|EGR2|EGR3|NR4A2
ST18	3.3835996664978243	2.0	80.0	6|14	CHADL|C10orf90|ANO4|S1PR5|GPD1|GRM3|FAM178B|HCN2|HHIP|PLLP|NRIP2|SRCIN1|OR9A2|SYT9|CTNNA3|TRPV6|CD22|PDIA2|TRPM6|TMEM144|PAIP2B|PPP1R14A|DNAH17|ZNF536|USH1C|TLL2|RASGRF1|KLHL32|BOK|LRRC63|PRCD|EFHD1|HS3ST5|TP53TG5|CLDN11|PTGDS|SPAG6|TRPV5|JAKMIP3|CDH19|GPIHBP1|S100A1|FOLH1|SH3TC2|KANK4|SLCO1A2|EDIL3|ASPA|ENPP2|SLC24A2|GREM1|TF|AATK|CNDP1|ST18|GJB1|LDB3|PCSK6|ERMN|MAL|HAPLN2|FA2H|KLK6|MOBP|HHATL|MBP|PEX5L|LRP2|MOG|TMEM151A|SLC5A11|SEC14L5|CARNS1|TPPP|PLP1|PLCH2|LGI3|CNTNAP4|MYRF|CNTN2
ZNF688	3.3717385867560785	1.0	24.0	30	MXD4|ZBTB3|ZNF764|ZNF771|SOX13|ZNF319|ZKSCAN4|ZNF691|ZNF768|PBX2|ZNF219|ATF6B|ZNF689|FOXO4|ZNF48|ZNF76|ZNF646|ZNF688|ZBTB22|RFX5|TP53|KLF13|E2F4|RXRB
